TimeStep,"Blacktip Shark|Blacktip shark","Dusky Shark|Dusky shark","Sandbar Shark|Sandbar shark","Large Coastal Sharks|Large coastal sharks","Large Oceanic Sharks|Large oceanic sharks","Atlantic Sharpnose Shark|Atlantic sharpnose shark","Small Coastal Sharks|Small coastal sharks","Yellowfin Tuna|Yellowfin tuna","Bluefin Tuna|Bluefin tuna","Other Tunas|Other tunas",Billfish|Billfish,Swordfish|Swordfish,"Pelagic Coastal Piscivores|Pelagic coastal piscivores",Amberjack|Amberjack,Cobia|Cobia,"King Mackerel (1+)|King mackerel (1+yr)","Spanish Mackerel (0-1)|Spanish mackerel (0-1yr)","Spanish Mackerel (1+)|Spanish mackerel (1+yr)",Skates-rays|Skates-rays,"Gag grouper (0-3yr)|Gag grouper (0-3yr)","Gag grouper (3+yr)|Gag grouper (3+yr)","Red grouper (3+yr)|Red grouper (3+yr)","Yellowedge grouper (0-3yr)|Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)|Yellowedge grouper (3+yr)","Goliath grouper|Goliath grouper","Deep-water grouper|Deep-water grouper","Shallow-water grouper|Shallow-water grouper","Red snapper (0yr)|Red snapper (0yr)","Red snapper (1-2yr)|Red snapper (1-2yr)","Red snapper (3+yr)|Red snapper (3+yr)","Vermilion snapper|Vermilion snapper","Mutton snapper|Mutton snapper","Other snapper|Other snapper","Inshore coastal piscivores|Inshore coastal piscivores","Sea trout|Sea trout","Oceanic piscivores|Oceanic piscivores","Benthic piscivores|Benthic piscivores","Reef piscivores|Reef piscivores","Reef invertebrate feeders|Reef invertebrate feeders","Demersal coastal invertebrate feeders|Demersal coastal invertebrate feeders","Red drum|Red drum","Benthic coastal invertebrate feeders|Benthic coastal invertebrate feeders",Tilefish|Tilefish,"Gray triggerfish|Gray triggerfish","Coastal omnivores|Coastal omnivores","Reef omnivores|Reef omnivores","Surface pelagics|Surface pelagics",Sardine-herring-scad|Sardine-herring-scad,"Menhaden (0yr)|Menhaden (0yr)","Menhaden (1yr)|Menhaden (1yr)","Menhaden (2yr)|Menhaden (2yr)","Menhaden (3yr)|Menhaden (3yr)","Menhaden (4yr)|Menhaden (4yr)",Anchovy-silverside-killifish|Anchovy-silverside-killifish,Mullet|Mullet,Butterfish|Butterfish,Cephalopod|Cephalopod,"Pink shrimp|Pink shrimp","Brown shrimp|Brown shrimp","White shrimp|White shrimp",Crab|Crab,"Sessile epifauna|Sessile epifauna","Mobile epifauna|Mobile epifauna"
369,1.856845E-05,0.0002670953,0.0001088297,0.0006202742,1.832707E-05,0.0003120885,5.641044E-05,0.004817085,8.728872E-06,0.02055745,0.0008570598,0.006491684,0.002121021,0.002091859,0.001502917,0.001891766,1.98716E-07,7.834797E-06,0.0001419374,3.76037E-05,0.0004328906,0.002050956,1.207449E-09,0.0004362861,2.294604E-05,0.001623165,0.002322855,1.822362E-08,2.190036E-05,0.005138073,0.003177809,0.0007853005,0.0004747364,0.0002199238,0.01412483,0.0009819929,0.000523271,0.001391186,0.0002108181,0.06071599,0.003053336,0.002905966,0.0001172993,0.0004260836,0.1395378,1.824662E-05,0.0001024435,0.0002393912,0.001323981,0.2958016,0.2748034,0.07207433,0.02734425,4.836962E-08,0.002317026,0.0001885579,0.00116923,0.1135922,0.05417652,0.1138313,0.07589362,0.01098474,0.02459633
370,1.85322E-05,0.0002682396,0.0001095993,0.0006202337,1.832715E-05,0.0003122842,5.638692E-05,0.004832495,8.691334E-06,0.02053245,0.0008439128,0.006412546,0.001871002,0.002103439,0.001489985,0.001959213,1.694202E-07,6.643459E-06,0.0001419811,3.890428E-05,0.0004451773,0.002043953,1.210005E-09,0.0004360723,2.239215E-05,0.001624163,0.002267604,1.184559E-08,2.011395E-05,0.005018261,0.003184715,0.0008036002,0.0004998448,0.0002021897,0.01399552,0.001025184,0.0005153507,0.001413216,0.0002079793,0.05844107,0.002903695,0.00278553,0.000118299,0.0004301906,0.140795,1.868651E-05,0.0001016723,0.0002306785,0.001443391,0.2656074,0.2358367,0.06338532,0.02428399,3.960642E-08,0.0018819,0.0001667398,0.001184173,0.1323621,0.05173742,0.09997337,0.07851055,0.01004906,0.02491777
371,1.845025E-05,0.0002692337,0.0001100524,0.0006200415,1.832821E-05,0.0003118371,5.632251E-05,0.004830329,8.801709E-06,0.02048031,0.000843846,0.006395984,0.001987311,0.002114544,0.001496745,0.002017913,2.60592E-07,8.456102E-06,0.000141876,4.077334E-05,0.0004487962,0.002133659,1.207581E-09,0.0004357261,2.347948E-05,0.001625287,0.002372159,4.999322E-08,2.067794E-05,0.005225494,0.00323721,0.000820976,0.0005223515,0.0002023279,0.01387459,0.0008767768,0.0005107059,0.001424032,0.0002078259,0.05897533,0.002894077,0.002777999,0.0001194427,0.0004322135,0.1402036,1.836713E-05,0.0001030342,0.000216327,0.001425259,0.2892579,0.3528129,0.08062126,0.0268957,4.209E-08,0.002070707,0.0001588095,0.00119225,0.1419416,0.0506015,0.09304004,0.07854633,0.00987887,0.0249675
372,1.841387E-05,0.0002702812,0.0001104667,0.0006199733,1.832978E-05,0.0003118853,5.626042E-05,0.004820711,8.948463E-06,0.02043028,0.0008485896,0.006405117,0.002250113,0.002124117,0.001519268,0.002055646,3.611552E-07,1.01139E-05,0.0001416998,4.108352E-05,0.0004523314,0.002231344,1.204713E-09,0.0004353043,2.543228E-05,0.001626566,0.002495366,6.911363E-08,2.34819E-05,0.005439751,0.003307571,0.0008363596,0.000536482,0.0002087566,0.01377567,0.000779664,0.0005074879,0.001421866,0.0002100982,0.06039098,0.002965632,0.00283971,0.0001203444,0.0004327135,0.139175,1.772205E-05,0.0001047888,0.0002060063,0.001173958,0.3261844,0.4641073,0.09463894,0.0304252,6.011233E-08,0.002567857,0.0001597998,0.001189692,0.1449907,0.05117997,0.0914638,0.07778523,0.01038412,0.02488253
373,1.193548E-05,0.0002911156,7.878029E-05,0.0006200032,1.532166E-05,0.0002852953,5.622844E-05,0.004808594,9.075502E-06,0.02038653,0.0008547257,0.006421623,0.002562771,0.001594604,0.001852977,0.002314945,4.755548E-07,8.866878E-06,0.0001416307,3.842629E-05,0.0001950687,0.003336736,1.202564E-09,0.0004287541,2.241184E-05,0.001627706,0.002441521,5.52029E-08,2.318107E-05,0.007935579,0.00579186,0.000618039,0.0005133773,0.0002174589,0.01383505,0.0007690463,0.0005079138,0.001394268,0.0002109067,0.06035421,0.003075942,0.002854357,0.0001281741,0.0007279445,0.1392689,1.721941E-05,0.0001060547,0.0002075508,0.000844064,0.3186604,0.4391561,0.09106009,0.03090619,7.835354E-08,0.002912473,0.0001695689,0.001180388,0.1017693,0.09102032,0.06128812,0.09178902,0.01116515,0.02491383
374,1.19541E-05,0.0002923101,7.933426E-05,0.0006202553,1.532246E-05,0.0002863527,5.627144E-05,0.004797093,9.171929E-06,0.0203757,0.0008612091,0.006439444,0.002831394,0.001606942,0.00178688,0.002138664,4.65978E-07,8.389774E-06,0.0001417373,3.459435E-05,0.0002008733,0.00315813,1.200274E-09,0.0004281393,2.213205E-05,0.001628445,0.00233463,3.944954E-08,2.307434E-05,0.008016407,0.005600377,0.000598829,0.0004706479,0.0002264596,0.0139644,0.0007873206,0.0005118164,0.001358268,0.0002082729,0.05919812,0.003201029,0.002846204,0.0001278141,0.0007215877,0.140337,1.700073E-05,0.0001021801,0.000219096,0.0006848078,0.2893161,0.3632734,0.07708982,0.02854272,7.322669E-08,0.002898796,0.0001842445,0.001168645,0.07327275,0.07574096,0.06740186,0.09247891,0.01205897,0.02495521
375,1.199905E-05,0.0002934997,7.996023E-05,0.0006205076,1.532252E-05,0.000287713,5.635434E-05,0.004787925,9.243765E-06,0.02038054,0.0008671994,0.006456773,0.003080982,0.001622052,0.00172307,0.00195952,4.35525E-07,8.40711E-06,0.0001419279,2.918337E-05,0.0002053303,0.002970848,1.196924E-09,0.0004274623,2.1758E-05,0.001628659,0.002226299,2.766213E-08,2.225893E-05,0.008082162,0.005278096,0.0005721808,0.0004239742,0.0002380934,0.01408639,0.0008134501,0.0005160011,0.001320841,0.0002016441,0.05930582,0.003327715,0.002922055,0.0001265589,0.0007143148,0.1414906,1.700681E-05,9.780601E-05,0.0002327572,0.0006933506,0.2481314,0.2946113,0.06479707,0.02503617,6.452463E-08,0.002753264,0.0002002582,0.001157379,0.04995741,0.06103847,0.06954519,0.09302885,0.01292725,0.02492421
376,1.203143E-05,0.0002946625,8.057358E-05,0.0006208581,1.532212E-05,0.0002891145,5.641563E-05,0.004781538,9.298252E-06,0.02036603,0.0008720982,0.006473038,0.00303181,0.001640382,0.001710502,0.001916143,4.832581E-07,9.069157E-06,0.0001419391,2.754732E-05,0.0002082999,0.002918147,1.192557E-09,0.0004267112,2.23586E-05,0.001628309,0.00227287,3.759004E-08,2.254866E-05,0.008313276,0.005065549,0.0005591198,0.0003950314,0.0002490877,0.01405465,0.0007888734,0.0005197327,0.001291737,0.0001983143,0.06063887,0.003441906,0.003026096,0.0001259162,0.0007071889,0.1412829,1.688361E-05,9.817305E-05,0.0002403685,0.0008190817,0.2294007,0.3575536,0.07640067,0.02636766,7.900045E-08,0.003125988,0.000216831,0.00114511,0.035345,0.05734422,0.07452403,0.09184904,0.01364841,0.02494043
377,1.207418E-05,0.0002957954,8.116332E-05,0.0006212161,1.532061E-05,0.0002904461,5.644813E-05,0.004777607,9.339924E-06,0.02034608,0.0008766815,0.006488152,0.003050148,0.001658322,0.001729703,0.002020486,5.51018E-07,9.504272E-06,0.000141839,2.949398E-05,0.0002125114,0.003023586,1.188144E-09,0.0004259267,2.40105E-05,0.001627391,0.002436452,4.826959E-08,2.380822E-05,0.008541991,0.004949819,0.0005613914,0.0004010767,0.0002599762,0.01396887,0.000769474,0.0005238815,0.001292241,0.0001981356,0.0622853,0.003523615,0.00309841,0.0001255384,0.0007004719,0.1403619,1.667946E-05,9.977844E-05,0.000247012,0.0007690187,0.2350099,0.4709467,0.09164123,0.02943902,1.004201E-07,0.003664099,0.0002282478,0.00113345,0.03581192,0.06164229,0.0804864,0.08990218,0.0141227,0.02486736
378,1.210184E-05,0.0002968394,8.169314E-05,0.0006214562,1.531844E-05,0.0002914493,5.646551E-05,0.004776182,9.370626E-06,0.02032813,0.0008812101,0.006502248,0.003146342,0.001673946,0.001765357,0.0021318,6.571394E-07,9.252444E-06,0.0001416965,3.338624E-05,0.0002174996,0.003122988,1.184257E-09,0.0004251296,2.562742E-05,0.001625965,0.002619131,4.64342E-08,2.458946E-05,0.008735817,0.004885477,0.0005709119,0.0004238521,0.0002694268,0.01387248,0.0007768631,0.0005291924,0.001306739,0.0002019624,0.0635304,0.003533978,0.003087604,0.000125403,0.0006941954,0.1395134,1.656265E-05,0.0001017553,0.0002551791,0.0005274423,0.2473347,0.5748999,0.1055657,0.03262256,1.211285E-07,0.004168082,0.0002383291,0.001126993,0.05394193,0.06562934,0.08746009,0.08808973,0.01413063,0.0247588
379,1.206429E-05,0.0002976434,8.213778E-05,0.0006211862,1.531594E-05,0.0002914687,5.644104E-05,0.00478281,9.371028E-06,0.02033991,0.0008819338,0.006505575,0.003007224,0.001686912,0.001787469,0.002240275,5.03115E-07,7.899886E-06,0.0001416216,3.639485E-05,0.0002271665,0.003118319,1.182457E-09,0.000424381,2.576013E-05,0.0016245,0.002622026,3.355489E-08,2.401267E-05,0.008685519,0.004842971,0.0005833208,0.0004517085,0.0002573242,0.01376972,0.0007950317,0.0005316491,0.001326673,0.0002026187,0.06246105,0.003419191,0.002997185,0.0001252888,0.0006896224,0.1406474,1.686869E-05,0.0001037999,0.0002606072,0.0003479927,0.2201102,0.5398301,0.1005208,0.03259671,1.042952E-07,0.003878665,0.0002361755,0.001130735,0.08090618,0.06815504,0.09320331,0.08811416,0.01327426,0.02508269
380,1.201322E-05,0.0002983419,8.261778E-05,0.0006207619,1.531374E-05,0.0002913798,5.640306E-05,0.004803889,9.209124E-06,0.02038234,0.000870601,0.006480459,0.002701753,0.001703761,0.001785111,0.002304481,3.202506E-07,6.505078E-06,0.0001416627,3.849418E-05,0.0002366828,0.003070315,1.187461E-09,0.0004237836,2.532772E-05,0.001623626,0.002539181,2.289138E-08,2.273474E-05,0.008456354,0.004745264,0.000597066,0.0004721363,0.0002387692,0.01365452,0.0008179497,0.00052698,0.001343715,0.0002019853,0.06059854,0.003268983,0.002893508,0.0001254395,0.0006890948,0.1425343,1.763385E-05,0.0001029757,0.0002525056,0.0002830221,0.1821686,0.4644027,0.08736736,0.03021294,8.20945E-08,0.003378838,0.0002167327,0.001142902,0.107901,0.06867533,0.0981039,0.08936439,0.01223427,0.02506331
381,1.194836E-05,0.0002990892,8.306664E-05,0.0006201587,1.531209E-05,0.0002908222,5.636748E-05,0.004856042,8.757108E-06,0.02042482,0.0008477207,0.006390663,0.00223712,0.001729784,0.001767785,0.00232524,1.975143E-07,5.374736E-06,0.0001418067,4.090718E-05,0.0002456622,0.003009848,1.202198E-09,0.0004234621,2.473266E-05,0.001624156,0.002436711,1.514701E-08,2.099635E-05,0.008193593,0.004553531,0.0006121742,0.0004852977,0.0002195915,0.0135322,0.0008477151,0.0005206784,0.001356801,0.0001977584,0.05854351,0.003113443,0.002799075,0.0001254111,0.0006927329,0.1448191,1.855651E-05,9.934853E-05,0.0002421217,0.0002995421,0.1460741,0.3840278,0.07499543,0.02700785,6.252849E-08,0.002850153,0.0001879709,0.001160489,0.1277796,0.06666712,0.1013523,0.09132017,0.01127634,0.02478384
382,1.19339E-05,0.0002999156,8.364054E-05,0.0006200417,1.531159E-05,0.0002910708,5.63459E-05,0.004871879,8.729569E-06,0.02036189,0.000837362,0.006312112,0.002023797,0.001748117,0.001746475,0.002397231,2.478292E-07,4.595635E-06,0.0001418233,4.305447E-05,0.0002543316,0.002937269,1.202934E-09,0.0004234382,2.41469E-05,0.001624692,0.002403273,9.90888E-09,1.903462E-05,0.008038618,0.004443329,0.0006265315,0.000512449,0.0002032763,0.01346335,0.0008782593,0.0005160107,0.001387686,0.0001945734,0.05661523,0.002976429,0.002671924,0.000125632,0.0006923354,0.1465922,1.901557E-05,9.907453E-05,0.0002347316,0.0003566653,0.1216332,0.3362831,0.07202695,0.02461513,4.769993E-08,0.002376461,0.0001660531,0.001175766,0.1471559,0.06339682,0.09722891,0.09274031,0.01022481,0.02510061
383,1.190538E-05,0.0003007682,8.411216E-05,0.0006200502,1.531208E-05,0.0002912298,5.63232E-05,0.004869938,8.897277E-06,0.02033883,0.0008389557,0.006303844,0.002106282,0.001766127,0.001751962,0.002456987,3.450761E-07,5.851738E-06,0.000141713,4.443698E-05,0.0002583453,0.003029792,1.199937E-09,0.0004232673,2.515888E-05,0.00162546,0.002515937,3.813633E-08,1.881205E-05,0.008279146,0.00439157,0.0006401685,0.000534894,0.0002049738,0.01336496,0.0007985601,0.0005117637,0.00140239,0.0001967023,0.05732786,0.002984129,0.002672603,0.0001260978,0.000689951,0.1465009,1.871489E-05,0.0001009634,0.0002177672,0.0003791612,0.1341865,0.4465648,0.0884387,0.02623964,5.707689E-08,0.002653034,0.0001693866,0.001185433,0.1567308,0.06503453,0.09538947,0.09162659,0.01008932,0.02517143
384,1.187294E-05,0.0003015856,8.44869E-05,0.0006199854,1.531351E-05,0.0002913598,5.62887E-05,0.004859811,9.078333E-06,0.02031798,0.0008447704,0.006321007,0.002288048,0.001782495,0.001773463,0.002475767,4.681717E-07,6.950428E-06,0.0001415397,4.522131E-05,0.000262168,0.003143004,1.196204E-09,0.0004230643,2.690014E-05,0.001626465,0.002599778,5.354287E-08,2.049879E-05,0.008546079,0.004396707,0.0006526377,0.0005436036,0.0002127954,0.01326724,0.0007462789,0.0005083181,0.001397778,0.0002027189,0.0589163,0.003064234,0.002748347,0.0001264447,0.0006859544,0.1459078,1.813124E-05,0.000103265,0.0002026852,0.0003132203,0.1442314,0.5887622,0.1048797,0.02851674,8.063439E-08,0.003228479,0.0001826048,0.00118376,0.1606798,0.06720005,0.09657369,0.0897778,0.01065103,0.02511234
385,1.878103E-05,0.0003332493,9.652654E-05,0.0006200105,1.94859E-05,0.0002917647,5.626167E-05,0.004846932,9.219331E-06,0.02029432,0.0008514899,0.006342945,0.002492376,0.00177536,0.001464241,0.003163922,6.507113E-07,8.49464E-06,0.0001414272,4.512971E-05,0.000309538,0.004068822,1.192956E-09,0.0004249609,1.389443E-05,0.00162742,0.002561144,4.893318E-08,2.124402E-05,0.008890517,0.0034022,0.00102713,0.0005265491,0.0002239098,0.01325734,0.0007332169,0.000507499,0.001373781,0.0002053486,0.06044896,0.00317479,0.002861315,0.0001316533,0.0003812384,0.1458969,1.768788E-05,0.000105593,0.0002018962,0.0002333765,0.09706403,0.520761,0.08710604,0.02389998,1.031556E-07,0.003759386,0.0001992231,0.001174868,0.1452945,0.05942006,0.2149823,0.08782203,0.0114523,0.02508002
386,1.879663E-05,0.000334111,9.695266E-05,0.0006199401,1.94871E-05,0.0002924598,5.624086E-05,0.004834366,9.319894E-06,0.02027516,0.000858093,0.00636408,0.002647406,0.00178633,0.001456567,0.002990837,8.253937E-07,8.729323E-06,0.0001413652,4.458297E-05,0.0003135944,0.003930466,1.189872E-09,0.0004244995,1.400239E-05,0.001628043,0.002464612,3.973195E-08,2.147264E-05,0.009079457,0.003490016,0.001021961,0.0004944139,0.0002358659,0.01325472,0.0007321995,0.0005096152,0.001340226,0.0002037264,0.06218034,0.003295764,0.003001721,0.000131635,0.0003825761,0.1461054,1.74377E-05,0.0001073155,0.000209068,0.0002420919,0.07977964,0.493819,0.08514654,0.02393197,1.234088E-07,0.004319231,0.0002083327,0.001162752,0.1210575,0.06209411,0.2085431,0.08662944,0.01228822,0.02512796
387,1.886942E-05,0.0003350762,9.752588E-05,0.0006201918,1.948732E-05,0.0002938943,5.62532E-05,0.004823537,9.391852E-06,0.02026104,0.0008643058,0.006383371,0.002761017,0.001796276,0.001459948,0.002823108,9.585349E-07,8.834038E-06,0.0001413101,4.450489E-05,0.0003165146,0.003809136,1.186132E-09,0.0004239173,1.409255E-05,0.001628148,0.002379456,3.280613E-08,2.13148E-05,0.009262854,0.003580609,0.001008019,0.0004592318,0.0002479129,0.01323065,0.0007340578,0.0005133575,0.001308073,0.0002020633,0.0642345,0.003416588,0.003153415,0.0001316183,0.0003851659,0.1461887,1.730636E-05,0.0001090756,0.0002200189,0.0002901858,0.06950916,0.4504584,0.08258936,0.02386797,1.434419E-07,0.004918381,0.0002212561,0.001149364,0.09794424,0.06376495,0.2051536,0.08548451,0.01307935,0.02518574
388,1.893585E-05,0.0003360685,9.814479E-05,0.0006205483,1.948657E-05,0.0002952515,5.626805E-05,0.004815112,9.445112E-06,0.02024731,0.0008699448,0.006400861,0.00284617,0.001805768,0.001488129,0.002853505,1.063287E-06,9.062506E-06,0.0001411863,4.710627E-05,0.0003198155,0.003884688,1.181763E-09,0.000423253,1.488274E-05,0.001627672,0.002477316,3.339648E-08,2.18567E-05,0.009463353,0.003674173,0.001000753,0.0004484403,0.0002598969,0.01314674,0.0007374515,0.0005173185,0.001306725,0.0002062763,0.06624731,0.003530257,0.003270558,0.0001316768,0.0003879805,0.1453527,1.718707E-05,0.0001111903,0.0002314829,0.000332209,0.08516552,0.4776421,0.09404757,0.02574922,1.645421E-07,0.005549713,0.0002367405,0.001135846,0.08477484,0.06491841,0.2063116,0.08392116,0.01377509,0.02509793
389,1.903241E-05,0.000336957,9.867833E-05,0.0006206909,1.948476E-05,0.0002963977,5.62626E-05,0.004808937,9.485476E-06,0.02023541,0.0008752202,0.006416822,0.002935164,0.001813993,0.001527935,0.002954361,1.188398E-06,9.156763E-06,0.0001410109,4.9972E-05,0.0003236481,0.003985485,1.177166E-09,0.0004225339,1.594092E-05,0.001626632,0.002655176,3.187167E-08,2.221489E-05,0.00965725,0.003766109,0.001001643,0.0004614439,0.0002719406,0.01304735,0.0007440258,0.0005217513,0.001323214,0.0002140087,0.0682564,0.003612943,0.003349851,0.0001318271,0.0003906592,0.1441479,1.712629E-05,0.0001132285,0.0002431677,0.0003284387,0.09331556,0.5344452,0.1086374,0.02775542,1.837534E-07,0.006141893,0.0002465112,0.001124664,0.08387734,0.0657855,0.2105874,0.08222392,0.01422815,0.02496067
390,1.910302E-05,0.000337708,9.917071E-05,0.0006206812,1.948228E-05,0.0002973308,5.623738E-05,0.004807981,9.513309E-06,0.0202342,0.0008801557,0.006431873,0.003122951,0.001819407,0.001573282,0.003067899,1.278131E-06,8.082327E-06,0.0001408336,5.34791E-05,0.0003301321,0.004060793,1.173048E-09,0.0004217938,1.683623E-05,0.001625123,0.002819993,2.688413E-08,2.1542E-05,0.009813769,0.003850336,0.001006409,0.0004889883,0.0002683197,0.01295387,0.0007670839,0.00052741,0.001349373,0.0002242686,0.06852218,0.003564601,0.003278065,0.0001319249,0.0003931218,0.1441697,1.720174E-05,0.0001151796,0.0002561355,0.0002691645,0.09150753,0.6124042,0.1240325,0.02976799,1.723095E-07,0.005986099,0.0002515513,0.001122142,0.09694587,0.06624215,0.2149039,0.08127986,0.01387437,0.02492386
391,1.906294E-05,0.0003383287,9.972242E-05,0.0006205476,1.947963E-05,0.0002975479,5.621011E-05,0.00480995,9.518501E-06,0.02025144,0.0008833277,0.006441452,0.003084612,0.001822916,0.001616195,0.003176447,9.542227E-07,6.896446E-06,0.0001407318,5.644625E-05,0.000341533,0.004049903,1.170674E-09,0.0004211075,1.708163E-05,0.001623609,0.002905693,1.945289E-08,2.032372E-05,0.009801259,0.00391883,0.001013265,0.0005236049,0.0002543618,0.01286624,0.0007796609,0.0005279168,0.001379101,0.0002254134,0.06735963,0.003441626,0.003150128,0.000132131,0.000395854,0.1454961,1.772105E-05,0.0001175554,0.000256579,0.0003439734,0.07664102,0.5759733,0.1274007,0.02943849,1.366326E-07,0.005319522,0.0002525384,0.001128461,0.1174226,0.06715696,0.206591,0.08144155,0.01291618,0.02528793
392,1.902309E-05,0.0003388856,0.0001002709,0.0006202969,1.947715E-05,0.0002976708,5.618926E-05,0.004817625,9.457878E-06,0.02031814,0.0008780727,0.006430913,0.002546672,0.001829065,0.001624872,0.003244375,6.223245E-07,5.751009E-06,0.0001407187,5.757859E-05,0.0003528264,0.003944932,1.173242E-09,0.0004205462,1.685479E-05,0.001622612,0.002851399,1.278807E-08,1.872428E-05,0.009527327,0.003917242,0.001021675,0.0005487552,0.0002349755,0.01274978,0.0007987499,0.0005208547,0.001403996,0.0002210902,0.06520377,0.003285164,0.003015897,0.0001325465,0.0003994902,0.1476352,1.857722E-05,0.0001183361,0.0002426779,0.0006962551,0.05962443,0.4720895,0.1174859,0.02695747,1.014419E-07,0.004550685,0.0002481582,0.001141737,0.1383306,0.06744133,0.1835968,0.08257124,0.01175197,0.02563807
393,1.891797E-05,0.0003393194,0.0001006968,0.000619737,1.94757E-05,0.0002970981,5.612975E-05,0.004831388,9.296105E-06,0.02032947,0.0008635457,0.00635978,0.002263106,0.00183893,0.001625141,0.003284845,4.099574E-07,4.791853E-06,0.0001407497,5.927797E-05,0.0003632072,0.003841039,1.179873E-09,0.0004202238,1.650041E-05,0.001622575,0.002753765,8.403857E-09,1.693036E-05,0.009241666,0.003839638,0.00103131,0.0005690555,0.0002156212,0.01263564,0.0008201865,0.0005111028,0.00142744,0.0002126587,0.06289869,0.003129034,0.002889877,0.0001329637,0.0004037347,0.1496509,1.948299E-05,0.0001172067,0.0002260084,0.001265629,0.04794212,0.3728791,0.1039869,0.02429689,7.366173E-08,0.003815701,0.0002237182,0.001158575,0.1546516,0.06642019,0.1727936,0.08417818,0.01073888,0.02578099
394,1.885117E-05,0.0003398313,0.0001011855,0.0006194664,1.947541E-05,0.0002968969,5.607711E-05,0.004832013,9.270125E-06,0.02030788,0.0008579948,0.006326352,0.002128523,0.00184695,0.001631187,0.003354309,3.916201E-07,4.131954E-06,0.0001407124,6.159434E-05,0.0003727093,0.003757604,1.182259E-09,0.0004200385,1.617849E-05,0.00162308,0.002730651,5.147701E-09,1.507924E-05,0.009059659,0.003756702,0.001041244,0.0005977785,0.0001982944,0.01253256,0.0008436026,0.0005023084,0.001461669,0.0002051496,0.06053674,0.002986555,0.002748057,0.0001334853,0.0004068164,0.1512629,2.004295E-05,0.0001185543,0.0002093466,0.001917832,0.04284152,0.3073418,0.09534737,0.02253195,5.352312E-08,0.003162928,0.0002051125,0.001174924,0.1685957,0.06507418,0.1546334,0.08564195,0.009703662,0.02621962
395,1.88217E-05,0.0003404536,0.0001016221,0.0006193166,1.94759E-05,0.0002969432,5.60133E-05,0.004824159,9.310649E-06,0.02030033,0.00086002,0.006331434,0.002157696,0.001856864,0.00164948,0.003397866,4.544204E-07,5.941208E-06,0.0001405769,6.244929E-05,0.0003769462,0.003826231,1.18156E-09,0.0004198359,1.648678E-05,0.001623971,0.002837708,2.623533E-08,1.445785E-05,0.009272392,0.003753385,0.001050994,0.0006194597,0.0001988585,0.01242845,0.0007811812,0.0004972534,0.001473356,0.000207638,0.061157,0.002963643,0.002738029,0.0001342074,0.0004087761,0.1507948,1.981337E-05,0.0001207637,0.0001922553,0.002557052,0.05968793,0.3459914,0.1069084,0.02397391,5.555197E-08,0.003257588,0.0001983056,0.001186157,0.1730952,0.06544297,0.1436445,0.08491382,0.009422539,0.02630724
396,1.876997E-05,0.0003410274,0.0001018987,0.0006191341,1.947771E-05,0.0002967692,5.594175E-05,0.004811528,9.384737E-06,0.02028999,0.0008650218,0.00635126,0.002290105,0.0018673,0.001668784,0.00340632,5.456806E-07,7.522702E-06,0.0001403655,6.226983E-05,0.0003793397,0.003915918,1.179744E-09,0.0004196201,1.731935E-05,0.00162518,0.002864372,4.244456E-08,1.58047E-05,0.009506142,0.003800303,0.001059624,0.0006193146,0.0002060735,0.01233183,0.0007379265,0.0004932312,0.001462733,0.0002160896,0.06271779,0.003035635,0.002814325,0.0001346017,0.0004095952,0.1496441,1.921621E-05,0.0001228366,0.0001806059,0.003120547,0.07117864,0.4010652,0.1265826,0.02603714,7.456057E-08,0.003750626,0.000203397,0.001186441,0.1714419,0.06589452,0.1419503,0.08343926,0.009955825,0.02619286
397,2.073104E-05,0.000373311,9.655957E-05,0.0006190653,1.71555E-05,0.0002969481,5.588576E-05,0.004797284,9.458583E-06,0.02027567,0.0008707033,0.006374056,0.002429936,0.002123092,0.001792843,0.002641337,7.184477E-07,8.151683E-06,0.0001401498,6.201089E-05,0.000394887,0.004125557,1.178168E-09,0.0004198017,5.38743E-05,0.001626432,0.002810339,4.25227E-08,2.06716E-05,0.01183839,0.003687297,0.001276465,0.00060027,0.0002157425,0.0122608,0.0007257707,0.000491737,0.001435509,0.000224345,0.06456472,0.003139967,0.002927286,0.0001293275,0.000767771,0.1486073,1.873416E-05,0.0001247074,0.0001837396,0.003609397,0.06534627,0.3825771,0.1317383,0.02509778,9.886678E-08,0.004348651,0.0002127459,0.001179075,0.228856,0.0764071,0.100393,0.07819329,0.01076432,0.02599419
398,2.063997E-05,0.0003741322,9.695396E-05,0.0006191916,1.716153E-05,0.000297169,5.584691E-05,0.00478427,9.517823E-06,0.02027868,0.0008770517,0.00639583,0.002552237,0.002123883,0.001774071,0.002468231,8.74956E-07,8.579314E-06,0.0001400699,5.911708E-05,0.0003978477,0.003996269,1.176808E-09,0.0004193815,5.392461E-05,0.001627421,0.002716927,3.374956E-08,2.108651E-05,0.01194589,0.00375023,0.001259132,0.0005604777,0.0002268518,0.01223142,0.0007282464,0.0004941794,0.001396112,0.0002210395,0.06619424,0.003258597,0.003061088,0.0001292796,0.000759571,0.1473472,1.855449E-05,0.000124245,0.0001950363,0.004050061,0.05633202,0.3095554,0.1242198,0.02407881,1.034014E-07,0.004701116,0.0002267315,0.001168284,0.1865412,0.07134692,0.1093166,0.07757607,0.01162931,0.02595564
